UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
4233,L19241,L,295.91,306.82,1379,37.96,123,0,0,0,0,0,0
4234,H39778,H,301.75,312.93,1646,25.98,101,0,0,0,0,0,0
4235,L22651,L,298.76,310.82,1362,50.41,32,0,0,0,0,0,0
4236,L35966,L,298.5,309.84,1722,22.46,105,0,0,0,0,0,0
4237,L19275,L,300.52,310.03,1687,37.37,150,0,0,0,0,0,0
4238,M55606,M,297.02,307.93,1427,27.69,115,0,0,0,0,0,0
4239,M11658,M,298.37,309.67,1639,50.32,32,0,0,0,0,0,0
4240,L82468,L,298.3,307.13,1706,30.45,88,0,0,0,0,0,0
4241,M24248,M,299.56,310.21,1369,45.81,77,0,0,0,0,0,0
4242,L34437,L,298.39,308.76,1349,23.48,226,1,0,0,1,0,0
4243,M49727,M,303.2,313.25,1342,26.74,29,0,0,0,0,0,0
4244,L28201,L,303.59,314.0,1317,35.1,8,0,0,0,0,0,0
4245,L51150,L,295.96,305.51,1341,51.8,93,0,0,0,0,0,0
4246,H99891,H,301.09,312.21,1701,39.22,125,0,0,0,0,0,0
4247,L24999,L,301.72,312.98,1635,44.54,70,0,0,0,0,0,0
4248,L16376,L,301.09,312.87,1230,29.01,61,0,0,0,0,0,0
4249,L61673,L,298.68,308.26,1443,44.73,199,0,0,0,0,0,0
4250,H13476,H,299.51,308.71,1327,37.14,70,0,0,0,0,0,0
4251,L79902,L,298.5,309.48,1690,27.05,233,0,0,0,0,0,0
4252,L87994,L,299.16,309.57,1454,34.11,218,0,0,0,0,0,0
4253,L72878,L,297.58,311.18,1257,44.25,152,0,0,0,0,0,0
4254,L30615,L,299.77,310.93,1566,42.64,174,0,0,0,0,0,0
4255,L21164,L,296.99,307.75,1644,44.63,50,0,0,0,0,0,0
4256,M49316,M,299.6,310.13,1363,47.5,215,0,0,0,0,0,0
4257,H78560,H,297.5,306.98,1487,44.62,27,0,0,0,0,0,0
4258,L39559,L,300.41,311.68,1373,60.77,97,0,0,0,0,0,0
4259,L72968,L,298.64,309.26,1759,38.25,115,0,0,0,0,0,0
4260,L76800,L,300.58,311.2,1457,37.21,201,0,0,0,0,0,0
4261,L19047,L,302.16,312.96,1405,46.7,124,0,0,0,0,0,0
4262,M54985,M,303.18,314.0,1526,53.58,163,0,0,0,0,0,0
4263,L82123,L,295.0,305.0,1498,29.93,206,0,0,0,0,0,0
4264,L16577,L,298.33,309.87,1659,30.82,188,0,0,0,0,0,0
4265,M93171,M,299.39,309.25,1754,44.51,101,0,0,0,0,0,0
4266,L13870,L,300.92,311.48,1755,30.27,66,0,0,0,0,0,0
4267,M44094,M,296.7,308.69,1466,46.54,203,0,0,0,0,0,0
4268,L65329,L,298.04,310.52,1590,47.65,160,0,0,0,0,0,0
4269,M19217,M,300.26,309.26,1803,21.8,189,0,0,0,0,0,0
4270,H93138,H,300.17,310.9,1810,28.43,153,0,0,0,0,0,0
4271,M76141,M,300.76,311.73,1377,54.13,191,0,0,0,0,0,0
4272,H32343,H,300.89,310.08,1642,33.8,247,0,0,0,0,0,0
4273,L60822,L,300.68,312.18,1611,17.62,232,1,0,0,1,0,0
4274,L23003,L,300.39,311.2,1702,29.38,182,0,0,0,0,0,0
4275,M69538,M,300.11,311.01,1759,39.05,232,0,0,0,0,0,0
4276,L42089,L,301.33,311.11,1348,56.08,5,0,0,0,0,0,0
4277,L63595,L,295.52,306.63,1411,41.13,66,0,0,0,0,0,0
4278,L93197,L,303.09,314.0,1698,37.82,218,1,1,0,0,0,0
4279,L92318,L,295.59,306.42,1562,33.3,232,0,0,0,0,0,0
4280,L40029,L,297.84,308.03,1168,60.13,13,0,0,0,0,0,0
4281,L89023,L,299.55,309.81,1235,62.92,112,0,0,0,0,0,0
4282,M61324,M,301.35,312.27,1654,41.29,176,0,0,0,0,0,0
4283,L61962,L,295.0,305.75,1686,32.98,49,0,0,0,0,0,0
4284,L49042,L,299.94,311.55,1292,49.16,74,0,0,0,0,0,0
4285,L97601,L,301.58,311.8,1733,40.94,243,0,0,0,0,0,0
4286,L86380,L,301.99,311.47,1500,38.47,242,0,0,0,0,0,0
4287,M94859,M,298.61,309.66,1351,50.9,144,0,0,0,0,0,0
4288,L55957,L,299.4,309.62,1434,43.65,182,0,0,0,0,0,0
4289,L92864,L,298.77,310.25,1315,59.04,187,1,0,0,0,1,0
4290,M53739,M,299.21,309.92,1424,47.27,173,0,0,0,0,0,0
4291,L48733,L,297.94,309.29,1199,41.84,190,0,0,0,0,0,0
4292,L55389,L,298.22,307.91,1522,50.87,175,0,0,0,0,0,0
4293,L39715,L,300.87,311.71,1641,38.94,61,0,0,0,0,0,0
4294,H49116,H,300.26,310.26,1292,42.78,243,0,0,0,0,0,0
4295,L66922,L,300.98,310.46,1538,24.64,143,0,0,0,0,0,0
4296,L66251,L,300.43,310.27,1390,43.6,123,0,0,0,0,0,0
4297,L71794,L,301.41,311.56,1655,50.49,234,1,0,0,0,1,0
4298,L27580,L,301.76,313.7,1168,15.58,192,1,0,0,1,0,0
4299,L10823,L,296.52,306.65,1663,11.28,47,1,0,0,1,0,0
4300,L17084,L,298.29,307.72,1208,56.54,53,0,0,0,0,0,0
4301,L87991,L,299.54,310.37,1497,40.53,189,0,0,0,0,0,0
4302,H20607,H,299.95,310.68,1407,47.55,133,0,0,0,0,0,0
4303,M92455,M,298.66,308.87,1470,33.85,206,0,0,0,0,0,0
4304,L94930,L,301.82,312.36,1260,21.13,160,1,0,0,1,0,0
4305,M86355,M,303.96,314.0,1834,24.75,198,0,0,0,0,0,0
4306,L21969,L,300.37,311.74,1303,61.1,71,0,0,0,0,0,0
4307,L73059,L,300.17,311.45,1318,38.57,116,0,0,0,0,0,0
4308,M27333,M,301.7,311.22,1858,27.42,169,0,0,0,0,0,0
4309,M87236,M,296.27,309.85,1593,12.32,122,1,0,0,1,0,0
4310,M46668,M,300.06,311.81,1309,24.02,29,1,0,0,1,0,0
4311,L21945,L,301.96,313.18,1512,48.42,6,0,0,0,0,0,0
4312,H56526,H,298.71,308.25,1493,35.9,167,0,0,0,0,0,0
4313,L57717,L,297.55,309.19,1231,58.07,60,0,0,0,0,0,0
4314,M69426,M,299.63,309.83,1399,33.25,236,1,1,0,0,0,0
4315,H94166,H,299.88,310.38,1530,23.7,141,0,0,0,0,0,0
4316,L98896,L,298.18,307.2,1763,30.38,188,0,0,0,0,0,0
4317,M88349,M,304.19,313.65,1501,32.7,63,0,0,0,0,0,0
4318,L14601,L,299.04,310.18,1515,29.95,54,0,0,0,0,0,0
4319,L22930,L,297.69,309.4,1388,32.94,66,0,0,0,0,0,0
4320,L14333,L,299.81,311.2,1732,31.96,89,0,0,0,0,0,0
4321,L80935,L,301.82,313.17,1697,29.61,171,0,0,0,0,0,0
4322,H27839,H,300.03,310.67,1677,26.2,57,0,0,0,0,0,0
4323,M61337,M,300.97,311.26,1555,53.47,161,0,0,0,0,0,0
4324,L50204,L,298.26,309.25,1247,51.2,93,0,0,0,0,0,0
4325,M30195,M,302.98,314.0,1731,34.42,254,0,0,0,0,0,0
4326,H37848,H,301.12,311.83,1545,36.46,221,1,1,0,0,0,0
4327,L99229,L,302.1,314.0,1479,45.17,184,0,0,0,0,0,0
4328,H50854,H,300.73,311.22,1616,40.18,156,0,0,0,0,0,0
4329,L60998,L,301.65,311.37,1575,26.97,164,0,0,0,0,0,0
4330,M77390,M,298.25,308.94,1343,26.33,235,1,1,0,0,0,0
4331,L41558,L,299.02,309.82,1477,16.74,88,1,0,0,1,0,0
4332,L12985,L,302.69,313.31,1192,69.58,67,0,0,0,0,0,0
4333,L71794,L,303.12,314.0,1550,32.84,61,0,0,0,0,0,0
4334,M53585,M,297.71,309.21,1774,37.07,250,0,0,0,0,0,0
4335,L94814,L,300.5,309.77,1212,49.67,0,0,0,0,0,0,0
4336,L50264,L,299.14,311.37,1558,45.16,199,0,0,0,0,0,0
4337,L43326,L,298.61,306.56,1655,34.05,116,0,0,0,0,0,0
4338,H94816,H,300.57,313.42,1682,22.76,179,0,0,0,0,0,0
4339,L69261,L,302.28,312.69,1401,30.3,56,0,0,0,0,0,0
4340,L44022,L,300.9,311.41,1337,39.11,56,0,0,0,0,0,0
4341,L25667,L,299.36,310.0,1429,24.2,65,0,0,0,0,0,0
4342,L28065,L,301.03,312.11,1749,25.76,80,0,0,0,0,0,0
4343,M97191,M,299.28,309.98,1227,32.69,247,0,0,0,0,0,0
4344,M20006,M,300.82,311.39,1316,39.96,232,0,0,0,0,0,0
4345,L81819,L,302.79,314.0,1452,34.56,60,0,0,0,0,0,0
4346,L55076,L,295.85,307.11,1359,43.41,250,0,0,0,0,0,0
4347,M78861,M,301.59,311.34,1527,45.52,51,0,0,0,0,0,0
4348,L60393,L,296.92,308.36,1790,30.07,106,0,0,0,0,0,0
4349,M13143,M,302.46,313.68,1318,27.14,48,0,0,0,0,0,0
4350,M67505,M,298.73,308.88,1509,18.53,22,1,0,0,1,0,0
4351,M22417,M,297.56,309.06,1534,38.88,212,0,0,0,0,0,0
4352,L41300,L,301.39,311.93,1475,32.39,220,1,1,0,0,0,0
4353,L38896,L,300.73,311.21,1251,44.0,68,0,0,0,0,0,0
4354,H60629,H,298.0,308.45,1420,43.67,95,0,0,0,0,0,0
4355,L37606,L,297.49,305.77,1421,54.88,148,0,0,0,0,0,0
4356,M49916,M,299.63,309.8,1649,19.57,185,1,0,0,1,0,0
4357,L71330,L,297.59,309.0,1611,26.57,8,0,0,0,0,0,0
4358,M17551,M,297.88,308.55,1256,44.66,198,0,0,0,0,0,0
4359,L66422,L,300.23,309.65,1465,27.96,81,0,0,0,0,0,0
4360,L77782,L,298.07,309.73,1445,24.89,78,0,0,0,0,0,0
4361,L75391,L,300.85,311.25,1887,40.31,185,0,0,0,0,0,0
4362,M73411,M,302.98,312.46,1588,26.63,216,0,0,0,0,0,0
4363,M83185,M,299.7,312.61,1341,28.74,175,0,0,0,0,0,0
4364,L10888,L,300.26,309.91,1395,29.28,79,0,0,0,0,0,0
4365,L67135,L,304.04,314.0,1467,49.66,188,0,0,0,0,0,0
4366,M39424,M,297.62,307.56,1600,29.58,211,0,0,0,0,0,0
4367,L51559,L,302.38,313.22,1622,23.08,236,1,1,0,0,0,0
4368,L21075,L,302.14,311.94,1571,28.81,36,0,0,0,0,0,0
4369,L32699,L,301.71,311.17,1497,37.81,225,0,0,0,0,0,0
4370,L57972,L,302.58,313.81,1511,46.39,114,0,0,0,0,0,0
4371,L19950,L,300.56,311.67,1512,45.55,4,0,0,0,0,0,0
4372,L15413,L,298.83,310.68,1214,38.02,160,0,0,0,0,0,0
4373,L49305,L,302.19,312.85,1524,32.6,192,0,0,0,0,0,0
4374,L13569,L,302.27,314.0,1431,61.08,239,1,0,0,1,1,0
4375,L76778,L,302.21,313.18,1237,57.83,112,0,0,0,0,0,0
4376,L40085,L,300.09,311.36,1970,27.25,6,0,0,0,0,0,0
4377,L86023,L,298.57,307.91,1591,15.35,41,1,0,0,1,0,0
4378,M93845,M,300.38,310.47,1537,32.99,59,0,0,0,0,0,0
4379,L46163,L,301.88,313.1,1468,26.08,131,0,0,0,0,0,0
4380,L59592,L,302.05,312.66,1666,26.97,3,0,0,0,0,0,0
4381,L97151,L,299.14,310.03,1326,32.79,236,1,1,0,0,0,0
4382,L67333,L,300.63,310.51,1479,36.51,76,0,0,0,0,0,0
4383,L18039,L,297.38,308.2,1364,42.75,250,0,0,0,0,0,0
4384,L18198,L,301.97,312.79,1665,28.12,98,0,0,0,0,0,0
4385,M44354,M,298.43,307.95,1386,28.13,106,0,0,0,0,0,0
4386,L13824,L,301.57,312.91,1733,31.58,145,0,0,0,0,0,0
4387,H60420,H,297.7,306.7,1517,33.06,115,0,0,0,0,0,0
4388,L99535,L,302.06,312.95,1674,17.99,124,1,0,0,1,0,0
4389,L13436,L,300.64,313.11,1607,41.07,234,1,1,0,0,0,0
4390,L50857,L,298.44,309.82,1726,27.15,177,0,0,0,0,0,0
4391,L26057,L,301.38,312.76,1367,39.1,109,0,0,0,0,0,0
4392,L11310,L,298.82,308.62,1698,31.89,202,0,0,0,0,0,0
4393,M85355,M,301.5,313.97,1200,47.57,12,0,0,0,0,0,0
4394,L88993,L,299.45,311.53,1543,38.49,234,0,0,0,0,0,0
4395,H76013,H,296.56,306.41,1437,26.87,30,0,0,0,0,0,0
4396,M70022,M,298.04,308.26,1282,48.18,230,1,1,0,0,0,0
4397,L18906,L,299.14,311.09,1374,38.11,41,0,0,0,0,0,0
4398,L19868,L,302.74,314.0,1420,51.3,69,0,0,0,0,0,0
4399,L28546,L,301.8,311.24,1500,45.99,229,0,0,0,0,0,0
4400,L82855,L,303.25,312.94,1441,52.93,113,0,0,0,0,0,0
4401,L43149,L,303.31,313.86,1549,28.3,138,0,0,0,0,0,0
4402,L77381,L,298.93,307.46,1386,54.65,148,0,0,0,0,0,0
4403,L33684,L,299.62,310.34,1449,40.47,153,0,0,0,0,0,0
4404,L39858,L,299.18,311.06,1483,45.3,14,0,0,0,0,0,0
4405,H55330,H,298.66,307.92,1568,42.71,151,0,0,0,0,0,0
4406,M69204,M,296.32,307.14,1688,37.84,187,0,0,0,0,0,0
4407,H35293,H,299.97,310.09,1689,24.7,81,0,0,0,0,0,0
4408,L66869,L,297.43,309.77,1578,44.99,199,0,0,0,0,0,0
4409,L14629,L,299.93,310.06,1612,38.66,104,0,0,0,0,0,0
4410,L15704,L,304.23,314.0,1591,22.75,162,0,0,0,0,0,0
4411,L11776,L,298.98,309.08,1478,34.07,27,0,0,0,0,0,0
4412,L67255,L,300.39,311.86,1697,23.52,156,0,0,0,0,0,0
4413,M58281,M,301.81,312.77,1370,26.9,238,0,0,0,0,0,0
4414,M41236,M,300.56,311.12,1168,59.52,51,0,0,0,0,0,0
4415,L76780,L,300.58,310.49,1348,26.79,109,0,0,0,0,0,0
4416,L11333,L,299.28,310.3,1788,21.47,189,0,0,0,0,0,0
4417,L79205,L,299.54,309.8,1482,57.79,55,0,0,0,0,0,0
4418,L93120,L,298.08,308.09,1584,32.11,1,0,0,0,0,0,0
4419,L60946,L,301.69,313.86,1486,44.91,81,0,0,0,0,0,0
4420,L65333,L,296.52,307.76,1636,44.87,192,0,0,0,0,0,0
4421,L37277,L,301.94,313.29,1548,44.18,62,0,0,0,0,0,0
4422,H60606,H,297.19,307.5,1523,39.04,253,0,0,0,0,0,0
4423,L11933,L,301.93,312.44,1645,34.5,59,0,0,0,0,0,0
4424,M43514,M,299.29,309.74,1451,44.79,193,0,0,0,0,0,0
4425,L99893,L,297.54,308.57,1602,33.76,108,0,0,0,0,0,0
4426,L72958,L,301.16,312.5,1504,44.73,108,0,0,0,0,0,0
4427,L16827,L,301.86,312.53,1516,35.36,141,0,0,0,0,0,0
4428,L40844,L,299.12,309.03,1388,39.79,27,0,0,0,0,0,0
4429,L10792,L,301.44,312.9,1496,56.31,43,0,0,0,0,0,0
4430,M49695,M,295.43,306.16,1438,35.07,120,0,0,0,0,0,0
4431,M93187,M,297.36,306.62,1738,33.12,187,0,0,0,0,0,0
4432,L52510,L,302.58,311.15,1232,51.52,148,1,0,1,0,0,0
4433,L49137,L,299.55,310.55,1695,37.98,211,0,0,0,0,0,0
4434,H94610,H,296.28,306.15,1221,50.36,33,0,0,0,0,0,0
4435,L83410,L,298.6,309.73,1632,24.14,225,0,0,0,0,0,0
4436,L92212,L,298.15,308.08,1384,43.07,109,0,0,0,0,0,0
4437,L49632,L,299.67,310.5,1637,37.13,181,0,0,0,0,0,0
4438,M46790,M,299.26,309.58,1513,48.66,166,0,0,0,0,0,0
4439,H93568,H,300.36,312.81,1277,53.15,3,0,0,0,0,0,0
4440,L40885,L,299.86,311.51,1780,41.9,234,1,1,0,0,0,0
4441,M75214,M,302.72,314.0,1675,25.63,155,0,0,0,0,0,0
4442,M86544,M,300.85,311.57,1626,26.47,38,0,0,0,0,0,0
4443,L54870,L,300.92,312.44,1420,43.67,192,0,0,0,0,0,0
4444,L58110,L,302.33,313.12,1681,43.74,172,0,0,0,0,0,0
4445,L15171,L,299.22,311.39,1304,41.74,71,0,0,0,0,0,0
4446,H19589,H,297.48,308.1,1168,39.98,60,0,0,0,0,0,0
4447,L28077,L,302.41,311.72,1254,27.4,59,0,0,0,0,0,0
4448,M74874,M,300.27,308.97,1369,45.65,143,1,0,1,0,0,0
4449,L82246,L,300.28,312.65,1399,39.8,50,0,0,0,0,0,0
4450,M95772,M,298.73,309.91,1457,35.06,111,0,0,0,0,0,0
4451,L48227,L,298.77,310.01,1465,47.97,44,0,0,0,0,0,0
4452,L24937,L,301.69,313.88,1418,39.53,30,0,0,0,0,0,0
4453,M19754,M,301.97,311.02,1168,49.07,134,0,0,0,0,0,0
4454,M35688,M,301.57,311.91,1570,44.72,246,0,0,0,0,0,0
4455,M17048,M,301.59,312.05,1487,59.62,50,1,0,0,1,0,0
4456,L32568,L,301.14,312.58,1410,36.13,132,0,0,0,0,0,0
4457,M85019,M,300.26,310.27,1787,25.04,193,0,0,0,0,0,0
4458,L27545,L,299.65,309.15,1491,28.92,40,0,0,0,0,0,0
4459,L92949,L,302.42,311.91,1546,41.49,239,1,1,0,0,0,0
4460,L55217,L,299.25,311.1,1678,24.83,116,0,0,0,0,0,0
4461,L58122,L,300.74,310.7,1267,41.01,67,0,0,0,0,0,0
4462,L43746,L,298.39,308.54,1531,34.76,9,0,0,0,0,0,0
4463,H18709,H,298.68,310.02,1678,47.44,98,0,0,0,0,0,0
4464,L35358,L,299.53,309.53,1519,48.98,64,0,0,0,0,0,0
4465,M21023,M,298.39,307.39,1300,27.13,230,0,0,0,0,0,0
4466,L38756,L,301.6,310.71,1448,55.24,2,0,0,0,0,0,0
4467,L73175,L,297.3,307.95,1569,25.41,170,0,0,0,0,0,0
4468,L64281,L,300.2,311.4,1168,51.02,172,0,0,0,0,0,0
4469,H59289,H,300.27,310.76,1292,35.11,153,0,0,0,0,0,0
4470,M68097,M,296.38,307.51,1890,27.37,80,0,0,0,0,0,0
4471,H86681,H,299.12,308.21,1622,26.66,249,0,0,0,0,0,0
4472,H96728,H,300.51,309.67,1802,45.11,41,0,0,0,0,0,0
4473,L57259,L,300.86,313.81,1691,32.7,71,0,0,0,0,0,0
4474,L28839,L,299.59,311.52,1606,37.69,29,0,0,0,0,0,0
4475,M37410,M,301.35,312.82,1479,28.35,71,0,0,0,0,0,0
4476,L21447,L,299.78,309.82,1604,23.09,220,0,0,0,0,0,0
4477,L96569,L,300.03,310.49,1796,28.36,114,0,0,0,0,0,0
4478,L85665,L,300.5,311.2,1684,38.47,249,0,0,0,0,0,0
4479,L23907,L,301.85,313.87,1565,35.5,242,0,0,0,0,0,0
4480,L31637,L,298.65,309.75,1504,47.38,209,0,0,0,0,0,0
4481,L48196,L,299.03,310.25,1625,36.36,23,0,0,0,0,0,0
4482,L32369,L,298.66,309.19,1439,39.87,72,0,0,0,0,0,0
4483,L12589,L,299.34,310.83,1625,39.98,83,0,0,0,0,0,0
4484,L33560,L,302.85,313.85,1409,41.67,115,0,0,0,0,0,0
4485,L13034,L,301.15,311.89,1471,48.13,171,0,0,0,0,0,0
4486,M10169,M,297.74,307.69,1350,48.33,140,0,0,0,0,0,0
4487,L13239,L,298.8,309.39,1456,48.32,36,0,0,0,0,0,0
4488,L13415,L,300.75,310.37,1412,47.85,18,0,0,0,0,0,0
4489,M95488,M,298.19,308.85,1840,41.74,4,0,0,0,0,0,0
4490,L86944,L,298.55,309.34,1374,50.34,163,0,0,0,0,0,0
4491,L13484,L,302.69,310.99,1604,51.32,215,1,0,0,0,1,0
4492,M63987,M,298.77,309.24,1365,36.31,244,0,0,0,0,0,0
4493,L28225,L,301.91,311.43,1543,44.87,182,0,0,0,0,0,0
4494,M90459,M,302.51,313.71,1587,23.64,51,0,0,0,0,0,0
4495,M71104,M,298.53,309.87,1202,58.96,161,0,0,0,0,0,0
4496,M30936,M,298.22,308.49,1283,45.27,110,0,0,0,0,0,0
4497,L49612,L,299.45,310.7,1363,51.88,135,0,0,0,0,0,0
4498,L94946,L,297.82,309.11,1300,62.56,237,1,0,0,0,1,0
4499,L49952,L,300.24,310.71,1550,44.36,3,0,0,0,0,0,0
4500,L68945,L,299.59,311.82,1579,32.55,235,0,0,0,0,0,0
4501,L97399,L,300.72,310.7,1344,31.04,248,0,0,0,0,0,0
4502,L15380,L,302.79,314.0,1557,41.72,101,0,0,0,0,0,0
4503,L60298,L,301.63,312.11,1459,36.47,199,0,0,0,0,0,0
4504,L96246,L,300.98,310.84,1517,44.03,72,0,0,0,0,0,0
4505,L90821,L,296.07,306.42,1422,35.19,40,0,0,0,0,0,0
4506,L37260,L,300.89,310.49,1623,27.1,239,0,0,0,0,0,0
4507,M42879,M,303.45,314.0,1829,29.43,168,0,0,0,0,0,0
4508,L26143,L,295.0,305.0,1674,38.5,246,0,0,0,0,0,0
4509,L59744,L,301.38,313.47,1786,33.06,30,0,0,0,0,0,0
4510,H82949,H,299.68,309.45,1282,35.59,94,0,0,0,0,0,0
4511,L41578,L,298.3,309.84,1413,58.79,59,0,0,0,0,0,0
4512,L90262,L,301.6,312.33,1637,33.79,178,0,0,0,0,0,0
4513,L67331,L,303.42,314.0,1806,13.78,39,1,0,0,1,0,0
4514,M73815,M,301.55,311.66,1652,42.76,198,0,0,0,0,0,0
4515,L81519,L,299.26,310.31,1350,42.31,24,0,0,0,0,0,0
4516,L29178,L,298.11,308.95,1457,37.65,204,0,0,0,0,0,0
4517,L85857,L,300.29,309.53,1595,34.21,196,0,0,0,0,0,0
4518,M70197,M,301.75,311.48,1505,36.3,60,0,0,0,0,0,0
4519,L46366,L,299.23,309.38,1391,58.37,243,1,0,0,0,1,0
4520,L62955,L,299.42,309.36,1483,43.13,145,0,0,0,0,0,0
4521,M51911,M,304.5,314.0,1532,39.82,70,0,0,0,0,0,0
4522,L93422,L,302.16,312.86,1340,39.96,165,0,0,0,0,0,0
4523,M63619,M,302.3,312.22,1712,47.92,63,0,0,0,0,0,0
4524,L54296,L,297.08,307.29,1456,47.65,181,0,0,0,0,0,0
4525,M32791,M,298.59,308.78,1522,46.96,105,0,0,0,0,0,0
4526,L18301,L,300.15,310.56,1721,35.6,78,0,0,0,0,0,0
4527,M45779,M,298.0,307.62,1513,47.35,247,0,0,0,0,0,0
4528,H46894,H,303.2,313.09,1711,36.77,176,0,0,0,0,0,0
4529,L89618,L,302.82,314.0,1350,38.51,44,0,0,0,0,0,0
4530,L59250,L,298.93,309.82,1613,38.8,189,0,0,0,0,0,0
4531,L80994,L,303.57,314.0,1686,51.8,224,1,0,0,1,1,0
4532,L51770,L,299.99,310.69,1386,43.46,51,0,0,0,0,0,0
4533,L32300,L,304.5,314.0,1503,50.23,30,0,0,0,0,0,0
4534,L78235,L,300.29,310.78,1507,49.36,183,0,0,0,0,0,0
4535,L39485,L,301.15,312.37,1573,41.56,116,0,0,0,0,0,0
4536,L50285,L,302.8,313.94,1620,50.0,72,0,0,0,0,0,0
4537,L76555,L,302.56,311.68,1371,19.09,146,1,0,0,1,0,0
4538,M42471,M,301.02,311.59,1524,20.33,123,1,0,0,1,0,0
4539,L58671,L,299.72,308.91,1821,45.04,69,0,0,0,0,0,0
4540,L30270,L,301.03,312.36,1725,27.84,181,0,0,0,0,0,0
4541,L98151,L,298.37,309.84,1678,35.1,99,0,0,0,0,0,0
4542,L23698,L,300.3,310.39,1500,54.9,223,1,0,0,0,1,0
4543,L82265,L,297.78,308.36,1918,31.36,155,0,0,0,0,0,0
4544,L49729,L,296.44,305.03,1720,47.37,186,0,0,0,0,0,0
4545,L21171,L,300.1,311.77,1542,33.56,61,0,0,0,0,0,0
4546,M89483,M,302.52,313.93,1575,41.99,177,0,0,0,0,0,0
4547,L70684,L,301.85,313.7,1452,40.02,165,0,0,0,0,0,0
4548,M65165,M,299.84,312.02,1606,48.98,9,0,0,0,0,0,0
4549,M59948,M,303.49,312.97,1642,32.62,162,0,0,0,0,0,0
4550,M44725,M,298.86,310.45,1661,26.17,45,0,0,0,0,0,0
4551,H29450,H,296.16,308.34,1502,33.68,23,0,0,0,0,0,0
4552,L23300,L,295.64,305.0,1270,40.35,97,0,0,0,0,0,0
4553,L94600,L,297.64,308.17,1579,30.42,114,0,0,0,0,0,0
4554,M14441,M,301.63,311.97,1662,28.53,72,0,0,0,0,0,0
4555,L29332,L,298.73,310.29,1359,53.99,218,1,1,0,0,1,0
4556,L30115,L,300.92,309.23,1519,51.01,97,0,0,0,0,0,0
4557,M97404,M,303.29,314.0,1776,35.41,206,0,0,0,0,0,0
4558,M51997,M,297.8,308.39,1318,36.43,90,0,0,0,0,0,0
4559,H96151,H,300.96,312.57,1484,32.97,90,0,0,0,0,0,0
4560,H23615,H,301.08,311.72,1803,15.31,126,1,0,0,1,0,0
4561,M24732,M,298.28,309.47,1563,40.13,159,0,0,0,0,0,0
4562,L35367,L,302.71,311.09,1440,32.99,236,0,0,0,0,0,0
4563,M52738,M,299.42,309.74,1534,51.1,26,0,0,0,0,0,0
4564,L10981,L,299.23,310.78,1684,22.31,25,0,0,0,0,0,0
4565,L72881,L,304.22,314.0,1498,32.58,171,0,0,0,0,0,0
4566,M68609,M,301.05,310.11,1643,34.05,144,0,0,0,0,0,0
4567,L97090,L,301.85,312.61,1577,40.55,143,0,0,0,0,0,0
4568,L91666,L,302.71,312.59,1592,52.21,226,1,0,0,0,1,0
4569,L94351,L,298.7,308.49,1654,22.77,153,0,0,0,0,0,0
4570,M18566,M,302.5,311.68,1482,35.74,101,0,0,0,0,0,0
4571,L81885,L,299.0,310.31,1365,26.99,55,0,0,0,0,0,0
4572,M20728,M,298.91,310.72,1620,42.34,221,1,1,0,0,0,0
4573,L93911,L,299.46,312.28,1511,31.78,233,1,1,0,0,0,0
4574,M97350,M,298.76,307.98,1454,38.38,164,0,0,0,0,0,0
4575,M46214,M,301.64,313.11,1630,33.64,205,0,0,0,0,0,0
4576,L67935,L,300.53,312.07,1765,33.41,81,0,0,0,0,0,0
4577,L97081,L,299.02,309.14,1507,36.53,219,0,0,0,0,0,0
4578,L55588,L,301.35,311.13,1537,28.23,231,1,1,0,0,0,0
4579,H28953,H,299.45,309.06,1322,44.25,143,0,0,0,0,0,0
4580,M78408,M,299.34,309.52,1495,30.72,1,0,0,0,0,0,0
4581,H84904,H,300.1,311.0,1575,43.79,211,0,0,0,0,0,0
4582,L44103,L,300.93,312.99,1531,37.95,157,0,0,0,0,0,0
4583,M80949,M,300.78,312.59,1470,28.85,72,0,0,0,0,0,0
4584,M59264,M,299.27,308.36,1666,55.1,182,1,0,0,1,0,0
4585,M30156,M,301.69,311.61,1545,52.45,190,0,0,0,0,0,0
4586,H23423,H,299.56,311.55,2001,46.13,114,1,0,0,1,0,0
4587,L48062,L,298.69,308.66,1572,33.32,63,0,0,0,0,0,0
4588,L52805,L,297.06,307.71,1168,38.81,64,0,0,0,0,0,0
4589,M11987,M,301.97,310.96,1335,51.58,154,0,0,0,0,0,0
4590,M72979,M,300.02,311.88,1631,44.87,245,0,0,0,0,0,0
4591,L47597,L,300.42,309.21,1419,42.36,136,0,0,0,0,0,0
4592,L93905,L,302.09,311.15,1430,18.99,211,1,0,0,1,0,0
4593,L37868,L,299.05,310.8,1312,32.96,90,0,0,0,0,0,0
4594,L86970,L,297.25,309.87,1449,43.71,166,0,0,0,0,0,0
4595,L73805,L,300.14,310.55,1570,30.47,162,0,0,0,0,0,0
4596,M90084,M,300.62,311.27,1604,23.52,160,0,0,0,0,0,0
4597,M26636,M,299.47,311.08,1351,39.67,140,0,0,0,0,0,0
4598,L67467,L,302.95,313.94,1680,6.42,77,1,0,0,1,0,0
